ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
23,0,0,0,0.00127,0,0.23,0,0.000657,0.000529,0.0414,0.000125,0.00111,0,0.000164,0.000228,0.000324,0,0,0,0.0012,0.00445,0.00189,0,0,0.00351,0,0.00219,0,0,0.000212,0,0.000508,0.00149,0,0,0,0,0.00505,0.000458,0.0076,0.00166,0,0.00156,0,0.000122,0.000131,0,0,0,0.00779,0,0.0418,0.000279,0.00083,0,0.0028,0.00554,0,0.00335,0.00549,0.0057,0.0497,0.00373,0,0,0.0033,0.00171,0.00125,0.0518,0.00234,0,0.000239,0.0226,0.0883,0,0.000725,0.000504,0,0.00343,0.000701,0,0,0.00717,0.0519,0.00118,0.001,0.000223,0.00107,0.000299,0.00216,0,0.0018
24,0.000214,0,0,0.00406,0,0.182,0,0,0.000533,0.0376,0,0.000901,0,0,0,0.000284,0,0,0,0.001,0.00347,0.000911,0,0,0.00318,0,0.00136,0,0,0,0,0.000549,0.000639,0,0,0,0,0,0.000295,0.00221,0.000794,0,0.00115,0.000485,0,0,0,0,0,0.0535,0,0.0515,0.000943,0,0,0.000275,0.00115,0,0,0,0,0,0.00167,0,0,0.0527,0.000826,0,0,0.00473,0,0,0.00332,0.108,0.00159,0,0,0,0.0027,0,0,0,0,0.0506,0.00142,0,0.00104,0.00182,0,0.00263,0,0.00395
25,0,0,0,0.00179,0,0.281,0,0.000594,0.000846,0.0283,0.000259,0.00137,0,0.00103,0,0,0.000237,0,0,0.00046,0.00327,0.00184,0,0,0.00265,0,0.00467,0,0,0.000251,0,0.000243,0.00195,0.000277,0,0,0,0.00167,0,0.00506,0.000693,0,0.000569,0,0,0,0.000473,0,0.000562,0.00609,0,0.0244,0.000262,0.000353,0,0.00201,0.00747,0,0,0.003467,0.00291,0.00765,0.00267,0,0,0,0.00273,0,0.00276,0.00228,0,0,0.00643,0.144,0,0,0.000221,0,0.00149,0.000239,0,0,0.00189,0.0078,0.000882,0,0.000642,0.00374,0,0,0,0
26,0,0.000265,0,0.00803,0,0.204,0,0.000356,0.00123,0.0699,0.000236,0.000956,0,0.000326,0.0000747,0.000605,0,0,0,0.00043,0.00594,0.002,0,0,0.00519,0,0.00183,0.0008,0,0.0000862,0,0.000319,0.000673,0,0,0,0,0,0.0008,0.00722,0.00117,0.002264,0.00258,0,0.000055,0.000705,0,0,0.00016,0.00407,0,0.028,0.000692,0.000721,0,0.00256,0,0.0078,0,0.0097,0.00146,0.00774,0.00676,0,0,0.00227,0.00364,0,0.00424,0.00235,0,0.000144,0.0025,0.0628,0.000877,0.00267,0.000153,0,0.0516,0.00167,0,0,0.000671,0.0541,0.00208,0.00326,0,0,0.000565,0.04,0,0.00311
27,0,0.000154,0,0.00661,0,0.199,0,0.000747,0.00114,0.0707,0.000163,0.00272,0,0.00112,0.000113,0.000282,0.0000812,0,0,0.00352,0.0556,0.00259,0.0003,0.0014,0.00769,0,0.00423,0,0.00115,0.000196,0.000118,0.000841,0.00092,0.000546,0.000847,0,0,0.000487,0.000775,0.0503,0.00286,0.00165,0.00187,0,0.000349,0.000299,0,0,0.000261,0.00602,0,0.0615,0.00129,0.0011,0.000359,0.003775,0,0.00144,0,0.00737,0.00415,0.00906,0.00978,0,0,0.00155,0.00674,0,0.00412,0.00335,0.000161,0,0.00306,0.055,0.00378,0.00131,0.000243,0,0.00744,0.00542,0,0,0.0579,0.0566,0.00184,0.00265,0.000251,0.000777,0.000807,0.00143,0,0
28,0,0,0,0.00492,0,0.27,0,0.000201,0.00107,0.053,0,0.000926,0,0.000201,0.0000984,0,0.000145,0,0,0.000734,0.00428,0.00208,0,0,0.0046,0,0.00176,0,0.000992,0.000134,0,0.000446,0.00146,0,0,0,0,0,0.00065,0.00721,0.00115,0,0.00134,0,0.000136,0.000321,0,0,0.000169,0.00412,0,0.0358,0.000386,0.000436,0,0.00116,0.00249,0,0.00246,0.007122,0.00103,0.159,0.00398,0,0,0.00945,0.00255,0,0.0051,0.00159,0,0.000232,0.00194,0.00523,0.000487,0,0.0000907,0,0.00353,0.000541,0,0,0.0041,0.0503,0.00101,0.00384,0.00048,0.000781,0.000271,0.00123,0,0.0018
29,0,0.000354,0,0.00658,0,0.171,0,0.000214,0.000763,0.0565,0,0.00316,0,0.000248,0.000269,0.000707,0.000206,0,0,0.0021,0.00574,0.00235,0.000179,0,0.00496,0,0.00179,0,0.000787,0,0.000194,0.000493,0.00157,0,0,0,0,0.000555,0.000534,0.00969,0.00172,0,0.00227,0.000575,0.00018,0.000205,0,0,0,0.0557,0,0.1,0.000821,0.000987,0,0.000667,0.0219,0.00149,0,0.007512,0.00303,0.00973,0.00466,0,0,0.00475,0.00315,0,0.00601,0.00422,0,0,0.00764,0.0513,0.00117,0,0.000116,0,0.00866,0.000977,0,0,0.0054,0.0584,0.00226,0.00324,0.000731,0,0.000446,0.0508,0,0.00297
30,0,0.000117,0.000302,0.00283,0,0.301,0,0.0015266,0.000822,0.0288,0.001063,0.00222,0,0.000448,0.000908,0.000979,0.000734,0.000189,0,0.00157,0.00855,0.00325,0,0,0.00609,0.000064,0.00341,0,0.000709,0.000393,0.000111,0.00147,0.003,0,0,0,0,0.00218,0.000648,0.00871,0.0014,0,0.00192,0.000375,0.000277,0.000217,0.00064,0.0015,0.000266,0.0549,0,0.0306,0.0005,0.000897,0,0.00276,0.0502,0,0,0.00551,0.0509,0.00836,0.00338,0,0,0.00157,0.00257,0,0.00539,0.00258,0,0.000601,0.0037,0.0245,0.000563,0.000392,0.000552,0,0.00433,0.00181,0,0,0.0013,0.0513,0.00113,0.00289,0,0.00592,0.00042,0.000362,0,0
31,0,0,0,0.0501,0,0.354,0,0.000107,0.00056,0.0236,0,0.00195,0,0.000222,0,0,0,0,0,0.00039,0.00228,0.00186,0,0,0.00199,0,0.00169,0,0,0,0,0.000478,0.000401,0,0,0,0,0,0.000381,0.00477,0,0,0.000601,0,0,0,0,0,0,0.00765,0,0.0593,0.00093,0.000783,0,0.001654,0.00158,0,0,0.003025,0,0.00824,0.00244,0,0,0.00118,0.00107,0.000935,0.003,0,0,0,0.00167,0.00665,0,0,0,0,0.00209,0.00074,0,0,0.00164,0.00387,0.000659,0,0,0,0,0.00025,0,0
32,0,0,0,0.00676,0,0.237,0,0.000274,0.000929,0.043,0,0.00128,0,0.00029,0.000168,0.000599,0,0,0,0.000675,0.00444,0.00253,0,0,0.00401,0,0.00265,0,0,0,0,0.00153,0.00115,0,0,0,0.000206,0,0.000813,0.00762,0.00122,0,0.00152,0,0.00046,0,0,0.00125,0.000173,0.00612,0,0.0651,0,0.00224,0,0.000606,0.00529,0,0,0.00722,0.00018,0.00496,0.00425,0,0,0.00181,0.00219,0,0.00639,0.00517,0,0,0.0033,0.104,0,0.000853,0,0,0.00506,0.00069,0,0,0.00611,0.00994,0.00129,0.00092,0.00239,0.000906,0.000345,0,0,0
33,0,0,0,0.00564,0,0.239,0,0.000174,0.000588,0.0321,0,0.0014,0,0,0,0.000247,0,0,0,0.00113,0.00435,0.0015,0,0,0.00381,0,0.00217,0,0,0,0,0.000431,0.000707,0,0,0,0,0,0.0005,0.00646,0.00104,0,0.000834,0.000736,0,0,0,0,0.000117,0.00978,0,0.0333,0,0,0,0.000206,0.00329,0,0.00114,0.00303,0,0.00454,0.00307,0,0,0.00176,0.00167,0,0.00644,0.00257,0,0,0.00163,0.116,0,0.000308,0,0,0.00539,0.000727,0,0,0.00488,0.0506,0.00137,0.000872,0.00325,0.00256,0,0.00107,0.000295,0
34,0,0,0,0.00493,0,0.384,0,0.000221,0.000445,0.0582,0,0.000837,0,0,0,0,0,0,0,0,0.000938,0.000644,0,0,0.000695,0,0.000766,0,0,0,0,0,0,0,0,0,0,0.000691,0,0.00128,0,0,0,0,0,0,0,0,0,0.000638,0,0.0097,0,0,0,0.000495,0.000651,0,0,0.000926,0,0.00249,0,0,0,0,0.000751,0,0.000695,0,0,0,0,0.0997,0,0,0,0,0.000726,0,0.000766,0,0,0.00168,0.00015,0,0,0,0,0,0,0
35,0,0,0,0.00818,0,0.286,0,0.000202,0.000427,0.0568,0,0.00183,0,0,0,0,0,0,0,0,0.00223,0.0014,0,0,0.00183,0,0.00221,0,0,0,0,0,0.000418,0,0,0,0,0,0,0.00359,0.000571,0.00182,0.0004,0,0,0,0,0,0,0.00642,0,0.0382,0.000433,0.00139,0,0.000329,0.000436,0,0,0.00335,0,0.0531,0.00404,0,0,0,0.00122,0,0.00288,0,0,0,0.00197,0.00429,0,0,0,0,0.00708,0.000458,0,0,0.0019,0.00383,0.000668,0.0004,0,0,0,0,0,0
36,0,0,0,0.00117,0,0.141,0,0.000151,0.000289,0.00501,0,0.000397,0,0,0.0000811,0,0,0,0,0.00052,0.00423,0.000857,0,0,0.00353,0,0.00206,0,0,0,0,0.000198,0.00175,0,0,0,0,0,0,0.00462,0,0,0.00113,0.000325,0,0,0,0,0,0.0566,0,0.0476,0.000534,0,0,0.000507,0.00233,0,0,0.00375,0.00041,0.0755,0.00431,0,0,0.00124,0.00179,0,0.00618,0.00118,0,0.000205,0.00188,0.206,0.000504,0.00074,0,0,0.00365,0.000812,0,0,0.000763,0.00996,0.00113,0.00148,0,0.00185,0.00055,0.0064,0,0.00082
37,0.000266,0,0,0,0,0,0,0,0,0.00551,0,0,0,0,0,0,0,0,0.000821,0.00326,0.0274,0,0.00108,0,0,0,0,0,0,0,0.0005,0.00215,0,0,0.00345,0,0,0,0.00326,0.0267,0.00789,0.0097,0,0.0568,0,0,0,0.0016,0,0.000911,0,0,0.00175,0.00141,0,0,0.0201,0.0516,0,0.127,0,0.0217,0,0.00778,0,0.00581,0,0,0,0.00342,0,0.00397,0.03,0,0,0.00533,0,0,0.00143,0,0,0,0.00751,0,0,0,0,0,0.00294,0,0,0
38,0,0,0,0.00644,0,0.176,0,0.000172,0.000748,0.0759,0,0.00214,0,0.000474,0.000183,0.000378,0.000365,0,0,0.000887,0.00662,0.00241,0,0,0.00486,0,0.00356,0,0,0.000127,0,0.000828,0.00115,0,0,0,0,0,0.001,0.00983,0.00128,0,0.00169,0.00065,0,0.000265,0,0,0,0.0046,0,0.0438,0,0.000946,0,0.00264,0.0056,0,0,0.00994,0.00214,0.0088,0.00571,0,0,0.00208,0.0509,0.000342,0.00446,0.00355,0,0,0.00327,0.0253,0,0.00234,0,0,0.00337,0.000954,0,0,0.00702,0.059,0.00262,0.00117,0,0,0.00113,0.00163,0,0.000305
39,0,0,0,0.00994,0,0.265,0,0,0.000332,0.0321,0,0.00119,0,0,0,0,0,0,0,0,0.00189,0.000941,0,0,0.00168,0,0.000406,0,0,0,0,0.00057,0,0,0,0,0,0,0,0.0032,0.000428,0,0.000403,0.000237,0,0.000209,0,0,0,0.00194,0,0.0341,0,0,0,0,0,0.00077,0,0.003878,0,0.0919,0.00215,0,0,0,0.000813,0,0.00235,0.00115,0,0,0.00206,0.036,0.000332,0,0,0,0.00171,0,0,0,0.00494,0.00219,0.000405,0.000571,0,0,0,0.00209,0,0
40,0,0,0,0.00679,0,0.23,0,0,0.000376,0.0544,0,0.000633,0,0,0.000193,0.000227,0,0,0,0.0004,0.00371,0.00121,0,0,0.00351,0,0.00164,0,0,0,0,0.000887,0.000523,0,0,0,0,0,0.000558,0.00538,0.000757,0,0.00112,0.000532,0,0,0,0,0,0.0447,0,0.0201,0.00393,0,0.00632,0.000329,0.00139,0,0,0.0028,0,0.00265,0.00274,0,0,0,0.00144,0,0.00422,0,0,0,0.000919,0.0292,0.0042,0,0,0,0.05,0.000685,0,0,0.00246,0.00746,0.000854,0.00195,0,0.00086,0,0.00476,0,0
41,0,0,0,0.00693,0,0.267,0,0.00108,0.00044,0.027,0.00027,0.00307,0,0,0,0,0,0,0,0,0.00241,0.00302,0,0,0.00222,0,0.00138,0,0,0,0,0.000173,0,0,0.000351,0,0,0,0.00048,0.00311,0.000577,0,0.000406,0,0,0,0,0,0,0.0504,0,0.0246,0,0.00076,0,0.000852,0,0,0,0.00245,0.0013,0,0.00218,0,0,0,0.00082,0,0.00249,0.00262,0,0,0.00207,0.081,0.000357,0,0,0,0.00284,0,0,0,0.00178,0.00427,0.000877,0,0,0,0,0.000599,0,0.00201
